opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,year,quarter,manager,regional_office,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,profit_margin,close_value_k,sales_cycle,quarter_year,age_in_days
I1R23P5F,Anna Snelling,GTXPlusBasic,,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,,,,,,,GTX,1096,,,,,152
CFKXEPFN,Anna Snelling,GTXPlusBasic,,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,,,,,,,GTX,1096,,,,,152
4ZB2W6O7,Anna Snelling,MGSpecial,Plusstrip,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,entertainment,2002,349.81,315,United States,,MG,55,,,,,152
H85L45JM,Anna Snelling,MGSpecial,,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,55,,,,,152
D9VTKEEH,Anna Snelling,GTXPlusBasic,Genco Pura Olive Oil Company,Lost,8/1/2017,8/11/2017,0,2017,2017Q3,Dustin Brinkmann,Central,retail,2007,894.33,1635,Italy,,GTX,1096,-1,0,10,2017Q3,
7CYRCTXI,Anna Snelling,MGAdvanced,Konmatfix,Won,8/1/2017,8/16/2017,3452,2017,2017Q3,Dustin Brinkmann,Central,marketing,1985,375.43,1190,United States,,MG,3393,0.017388742,3.452,15,2017Q3,
A2YIYWNW,Cassey Cress,MGAdvanced,,Engaging,8/1/2017,,,,,Rocco Neubert,East,,,,,,,MG,3393,,,,,152
IH4M0XTK,Cassey Cress,MGAdvanced,Kinnamplus,Won,8/1/2017,8/9/2017,3156,2017,2017Q3,Rocco Neubert,East,retail,2004,702.72,1831,United States,,MG,3393,-0.069849691,3.156,8,2017Q3,
L9AZZGNK,Daniell Hammack,GTXBasic,Gekko & Co,Lost,8/1/2017,8/14/2017,0,2017,2017Q3,Rocco Neubert,East,retail,1990,2520.83,3502,United States,,GTX,550,-1,0,13,2017Q3,
HISWL7B0,Darcel Schlecht,GTXPro,,Engaging,8/1/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,4821,,,,,152
BSKNQJOJ,Darcel Schlecht,GTXPro,,Engaging,8/1/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,4821,,,,,152
1FLN8BTI,Darcel Schlecht,MGSpecial,Rundofase,Engaging,8/1/2017,,,,,Melvin Marxen,Central,technolgy,1983,1008.06,1238,United States,,MG,55,,,,,152
VAL8O4PH,Darcel Schlecht,MGSpecial,,Engaging,8/1/2017,,,,,Melvin Marxen,Central,,,,,,,MG,55,,,,,152
MLPVWTC2,Darcel Schlecht,MGAdvanced,Statholdings,Lost,8/1/2017,11/23/2017,0,2017,2017Q4,Melvin Marxen,Central,employment,1997,291.27,586,United States,,MG,3393,-1,0,114,2017Q4,
RZXMIHGO,Gladys Colclough,GTXBasic,,Engaging,8/1/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,550,,,,,152
IW6S2BN0,Gladys Colclough,GTXPlusBasic,,Engaging,8/1/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,1096,,,,,152
G78ZK6XI,Gladys Colclough,MGSpecial,,Engaging,8/1/2017,,,,,Melvin Marxen,Central,,,,,,,MG,55,,,,,152
9C3YHNBY,Gladys Colclough,MGAdvanced,,Engaging,8/1/2017,,,,,Melvin Marxen,Central,,,,,,,MG,3393,,,,,152
U4L1277G,Hayden Neloms,GTXPlusBasic,,Engaging,8/1/2017,,,,,Celia Rouche,West,,,,,,,GTX,1096,,,,,152
6BBYA0L3,Hayden Neloms,GTXPlusBasic,Rantouch,Won,8/1/2017,8/6/2017,1157,2017,2017Q3,Celia Rouche,West,telecommunications,1994,1188.42,3015,United States,,GTX,1096,0.055656934,1.157,5,2017Q3,
S3J60BK0,James Ascencio,GTXPlusBasic,Plexzap,Won,8/1/2017,11/22/2017,1040,2017,2017Q4,Summer Sewald,West,retail,2001,2437.85,4874,United States,,GTX,1096,-0.051094891,1.04,113,2017Q4,
IKIJHQPN,Jonathan Berthelot,MGSpecial,Streethex,Won,8/1/2017,12/16/2017,49,2017,2017Q4,Melvin Marxen,Central,retail,1988,1376.8,1165,Belgium,,MG,55,-0.109090909,0.049,137,2017Q4,
YE7F777U,Lajuana Vencill,GTXBasic,,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,,,,,,,GTX,550,,,,,152
OJ9KBQML,Lajuana Vencill,GTXBasic,Inity,Won,8/1/2017,9/19/2017,454,2017,2017Q3,Dustin Brinkmann,Central,marketing,1986,2403.58,8801,United States,Inity,GTX,550,-0.174545455,0.454,49,2017Q3,
W66UPKL4,Markita Hansen,GTXPlusBasic,Zoomit,Won,8/1/2017,11/18/2017,1106,2017,2017Q4,Celia Rouche,West,entertainment,1992,324.19,978,United States,,GTX,1096,0.009124088,1.106,109,2017Q4,
DO6VKC2G,Marty Freudenburg,GTK500,,Engaging,8/1/2017,,,,,Melvin Marxen,Central,,,,,,,GTK,26768,,,,,152
MBYOJR5A,Marty Freudenburg,GTXPlusPro,,Engaging,8/1/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,5482,,,,,152
NBJR3GVR,Marty Freudenburg,GTXPro,,Engaging,8/1/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,4821,,,,,152
2S7CMLRJ,Maureen Marcano,GTXPlusBasic,Goodsilron,Won,8/1/2017,8/8/2017,1143,2017,2017Q3,Summer Sewald,West,marketing,2000,2952.73,5107,United States,,GTX,1096,0.042883212,1.143,7,2017Q3,
18KMXL8N,Maureen Marcano,GTXPlusPro,J-Texon,Won,8/1/2017,11/6/2017,4434,2017,2017Q4,Summer Sewald,West,retail,1989,1388.67,3583,United States,,GTX,5482,-0.191171105,4.434,97,2017Q4,
Y7244XW7,Moses Frase,MGSpecial,Plussunin,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,retail,2003,1419.98,4018,United States,,MG,55,,,,,152
22HV3N2W,Niesha Huffines,GTXPlusBasic,Rangreen,Engaging,8/1/2017,,,,,Melvin Marxen,Central,technolgy,1987,2938.67,8775,Panama,,GTX,1096,,,,,152
FKY3O5O1,Niesha Huffines,GTXPro,Zotware,Engaging,8/1/2017,,,,,Melvin Marxen,Central,software,1979,4478.47,13809,United States,,GTX,4821,,,,,152
WRKPDK7O,Versie Hillebrand,GTXPlusPro,Hatfan,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,services,1982,792.46,1299,United States,,GTX,5482,,,,,152
3FWZBSW1,Versie Hillebrand,MGSpecial,Cancity,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,retail,2001,718.62,2448,United States,,MG,55,,,,,152
VIY7P8J6,Versie Hillebrand,MGSpecial,Hatfan,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,services,1982,792.46,1299,United States,,MG,55,,,,,152
PR1H7NHK,Versie Hillebrand,MGSpecial,Mathtouch,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,marketing,1984,3027.46,9516,Jordan,,MG,55,,,,,152
A9TEJW6U,Versie Hillebrand,MGSpecial,,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,55,,,,,152
1DC9PQ4S,Versie Hillebrand,MGSpecial,,Engaging,8/1/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,55,,,,,152
K44PIQTN,Vicki Laflamme,GTXPlusBasic,Rantouch,Won,8/1/2017,9/26/2017,1193,2017,2017Q3,Celia Rouche,West,telecommunications,1994,1188.42,3015,United States,,GTX,1096,0.08850365,1.193,56,2017Q3,
NWQHHVEM,Vicki Laflamme,GTXPro,Goodsilron,Won,8/1/2017,8/21/2017,5049,2017,2017Q3,Celia Rouche,West,marketing,2000,2952.73,5107,United States,,GTX,4821,0.047293093,5.049,20,2017Q3,
ZJ76J97A,Vicki Laflamme,GTXPro,Konex,Won,8/1/2017,8/19/2017,5300,2017,2017Q3,Celia Rouche,West,technolgy,1980,7708.38,13756,United States,,GTX,4821,0.09935698,5.3,18,2017Q3,
4Q1A27SA,Vicki Laflamme,MGAdvanced,Singletechno,Won,8/1/2017,11/20/2017,3597,2017,2017Q4,Celia Rouche,West,retail,1996,2214.94,5374,United States,,MG,3393,0.060123784,3.597,111,2017Q4,
GVOKY9KD,Violet Mclelland,GTXPro,Xx-zobam,Lost,8/1/2017,11/11/2017,0,2017,2017Q4,Cara Losch,East,entertainment,1989,3838.39,8274,United States,,GTX,4821,-1,0,102,2017Q4,
JGXK8P6T,Zane Levy,MGAdvanced,,Engaging,8/1/2017,,,,,Summer Sewald,West,,,,,,,MG,3393,,,,,152
FOQK8G8Y,Zane Levy,GTXBasic,Sonron,Won,8/1/2017,8/6/2017,606,2017,2017Q3,Summer Sewald,West,telecommunications,1999,1699.85,5108,United States,Sonron,GTX,550,0.101818182,0.606,5,2017Q3,
OEUK1UW5,Corliss Cosme,GTXPlusBasic,Condax,Won,8/2/2017,11/9/2017,1123,2017,2017Q4,Cara Losch,East,medical,2017,4.54,9,United States,,GTX,1096,0.024635036,1.123,99,2017Q4,
LF45YLLR,Corliss Cosme,GTXPro,Initech,Won,8/2/2017,8/12/2017,5205,2017,2017Q3,Cara Losch,East,telecommunications,1994,6395.05,20275,United States,,GTX,4821,0.079651525,5.205,10,2017Q3,
RYYTO9Z5,Daniell Hammack,GTXBasic,Yearin,Won,8/2/2017,11/1/2017,592,2017,2017Q4,Rocco Neubert,East,retail,2005,2261.05,3851,United States,,GTX,550,0.076363636,0.592,91,2017Q4,
R9VR53F3,Daniell Hammack,GTXPlusPro,Umbrella Corporation,Won,8/2/2017,8/14/2017,6284,2017,2017Q3,Rocco Neubert,East,finance,1998,2022.14,5113,United States,,GTX,5482,0.146296972,6.284,12,2017Q3,
D5H30X5X,Gladys Colclough,MGSpecial,Warephase,Lost,8/2/2017,11/7/2017,0,2017,2017Q4,Melvin Marxen,Central,services,1997,2041.73,5276,United States,Warephase,MG,55,-1,0,97,2017Q4,
FLXN0TBT,Hayden Neloms,MGAdvanced,Labdrill,Lost,8/2/2017,8/10/2017,0,2017,2017Q3,Celia Rouche,West,medical,1985,2741.37,9226,United States,,MG,3393,-1,0,8,2017Q3,
U8H8VGI0,James Ascencio,GTXPro,Lexiqvolax,Lost,8/2/2017,11/2/2017,0,2017,2017Q4,Summer Sewald,West,medical,2004,1618.89,3889,United States,,GTX,4821,-1,0,92,2017Q4,
R1X6U9CU,James Ascencio,GTXPlusPro,Kan-code,Won,8/2/2017,8/5/2017,4231,2017,2017Q3,Summer Sewald,West,software,1982,11698.03,34288,United States,,GTX,5482,-0.228201386,4.231,3,2017Q3,
URQYDGX8,Jonathan Berthelot,GTXBasic,,Engaging,8/2/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,550,,,,,151
IT1XRUTD,Lajuana Vencill,GTXPlusPro,Warephase,Lost,8/2/2017,8/13/2017,0,2017,2017Q3,Dustin Brinkmann,Central,services,1997,2041.73,5276,United States,Warephase,GTX,5482,-1,0,11,2017Q3,
VTSKKTQO,Lajuana Vencill,MGAdvanced,Zumgoity,Lost,8/2/2017,8/13/2017,0,2017,2017Q3,Dustin Brinkmann,Central,medical,1984,441.08,1210,United States,,MG,3393,-1,0,11,2017Q3,
KIKG1BGV,Moses Frase,MGAdvanced,Domzoom,Engaging,8/2/2017,,,,,Dustin Brinkmann,Central,entertainment,1998,217.87,551,United States,,MG,3393,,,,,151
2E2FDZHG,Niesha Huffines,GTXPro,,Engaging,8/2/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,4821,,,,,151
3Z2AMU5T,Reed Clapper,MGAdvanced,Kinnamplus,Lost,8/2/2017,11/23/2017,0,2017,2017Q4,Rocco Neubert,East,retail,2004,702.72,1831,United States,,MG,3393,-1,0,113,2017Q4,
8LP076IV,Versie Hillebrand,MGSpecial,,Engaging,8/2/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,55,,,,,151
CWXHKUV5,Versie Hillebrand,MGSpecial,,Engaging,8/2/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,55,,,,,151
N909ADDC,Vicki Laflamme,MGAdvanced,,Engaging,8/2/2017,,,,,Celia Rouche,West,,,,,,,MG,3393,,,,,151
R0O1UYNW,Violet Mclelland,MGSpecial,Bluth Company,Won,8/2/2017,8/10/2017,53,2017,2017Q3,Cara Losch,East,technolgy,1993,1242.32,3027,United States,Acme Corporation,MG,55,-0.036363636,0.053,8,2017Q3,
ULJG457F,Anna Snelling,MGSpecial,,Engaging,8/3/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,55,,,,,150
AZN2K0V9,Anna Snelling,MGAdvanced,Ganjaflex,Engaging,8/3/2017,,,,,Dustin Brinkmann,Central,retail,1995,5158.71,17479,Japan,,MG,3393,,,,,150
G44S6CLC,Anna Snelling,MGSpecial,Cancity,Won,8/3/2017,8/16/2017,52,2017,2017Q3,Dustin Brinkmann,Central,retail,2001,718.62,2448,United States,,MG,55,-0.054545455,0.052,13,2017Q3,
IMLB4653,Boris Faz,GTXPlusBasic,Gekko & Co,Won,8/3/2017,8/22/2017,938,2017,2017Q3,Rocco Neubert,East,retail,1990,2520.83,3502,United States,,GTX,1096,-0.144160584,0.938,19,2017Q3,
6TGCOE5O,Cassey Cress,GTXPlusPro,,Engaging,8/3/2017,,,,,Rocco Neubert,East,,,,,,,GTX,5482,,,,,150
QIEAKLRU,Cecily Lampkin,MGAdvanced,,Engaging,8/3/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,3393,,,,,150
ZE6HA778,Darcel Schlecht,MGAdvanced,Inity,Lost,8/3/2017,8/8/2017,0,2017,2017Q3,Melvin Marxen,Central,marketing,1986,2403.58,8801,United States,Inity,MG,3393,-1,0,5,2017Q3,
6KPKOR79,Donn Cantrell,GTXPlusBasic,Bioplex,Won,8/3/2017,9/13/2017,1050,2017,2017Q3,Rocco Neubert,East,medical,1991,326.82,1016,United States,,GTX,1096,-0.041970803,1.05,41,2017Q3,
D42GA3LC,Donn Cantrell,MGAdvanced,Vehement Capital Partners,Won,8/3/2017,8/11/2017,3440,2017,2017Q3,Rocco Neubert,East,finance,1993,646.1,883,United States,Golddex,MG,3393,0.013852048,3.44,8,2017Q3,
A04V2WB3,Elease Gluck,GTK500,,Engaging,8/3/2017,,,,,Celia Rouche,West,,,,,,,GTK,26768,,,,,150
TIPXNDS2,Gladys Colclough,MGSpecial,Betatech,Engaging,8/3/2017,,,,,Melvin Marxen,Central,medical,1986,647.18,1185,Kenya,,MG,55,,,,,150
3G61D5KV,Gladys Colclough,MGSpecial,,Engaging,8/3/2017,,,,,Melvin Marxen,Central,,,,,,,MG,55,,,,,150
58J528HO,Gladys Colclough,GTXPro,Rundofase,Lost,8/3/2017,8/15/2017,0,2017,2017Q3,Melvin Marxen,Central,technolgy,1983,1008.06,1238,United States,,GTX,4821,-1,0,12,2017Q3,
6RZ5GSAB,Jonathan Berthelot,GTXBasic,,Engaging,8/3/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,550,,,,,150
RD6Y5R4P,Kami Bicknell,MGSpecial,Cancity,Engaging,8/3/2017,,,,,Summer Sewald,West,retail,2001,718.62,2448,United States,,MG,55,,,,,150
7VSFD2MV,Kary Hendrixson,GTXBasic,,Engaging,8/3/2017,,,,,Summer Sewald,West,,,,,,,GTX,550,,,,,150
PBVC1VI7,Kary Hendrixson,GTXPlusBasic,Konex,Lost,8/3/2017,11/9/2017,0,2017,2017Q4,Summer Sewald,West,technolgy,1980,7708.38,13756,United States,,GTX,1096,-1,0,98,2017Q4,
3BA9OPGY,Lajuana Vencill,MGSpecial,,Engaging,8/3/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,55,,,,,150
LDQITW5C,Lajuana Vencill,MGAdvanced,Acme Corporation,Engaging,8/3/2017,,,,,Dustin Brinkmann,Central,technolgy,1996,1100.04,2822,United States,Acme Corporation,MG,3393,,,,,150
9V2SW5MV,Marty Freudenburg,MGAdvanced,,Engaging,8/3/2017,,,,,Melvin Marxen,Central,,,,,,,MG,3393,,,,,150
0R5KAHNB,Moses Frase,MGAdvanced,Umbrella Corporation,Engaging,8/3/2017,,,,,Dustin Brinkmann,Central,finance,1998,2022.14,5113,United States,,MG,3393,,,,,150
ATMWAQL5,Niesha Huffines,GTXPlusBasic,Gogozoom,Engaging,8/3/2017,,,,,Melvin Marxen,Central,telecommunications,2007,86.68,187,United States,Sonron,GTX,1096,,,,,150
SUUVV6RP,Niesha Huffines,MGSpecial,,Engaging,8/3/2017,,,,,Melvin Marxen,Central,,,,,,,MG,55,,,,,150
U4BPFJC5,Niesha Huffines,GTXPlusBasic,Inity,Won,8/3/2017,8/21/2017,1126,2017,2017Q3,Melvin Marxen,Central,marketing,1986,2403.58,8801,United States,Inity,GTX,1096,0.027372263,1.126,18,2017Q3,
MJ3XHBY0,Reed Clapper,GTXPro,Donquadtech,Won,8/3/2017,8/14/2017,3963,2017,2017Q3,Rocco Neubert,East,technolgy,1992,1712.68,3194,United States,Acme Corporation,GTX,4821,-0.177971375,3.963,11,2017Q3,
LT75S3LM,Reed Clapper,GTXPro,Kinnamplus,Won,8/3/2017,8/11/2017,5401,2017,2017Q3,Rocco Neubert,East,retail,2004,702.72,1831,United States,,GTX,4821,0.12030699,5.401,8,2017Q3,
B28O6RVD,Rosie Papadopoulos,MGAdvanced,Silis,Lost,8/3/2017,8/20/2017,0,2017,2017Q3,Cara Losch,East,medical,1994,2818.38,6290,United States,,MG,3393,-1,0,17,2017Q3,
O9MGYBG4,Rosie Papadopoulos,GTXPlusBasic,Silis,Won,8/3/2017,12/2/2017,965,2017,2017Q4,Cara Losch,East,medical,1994,2818.38,6290,United States,,GTX,1096,-0.119525547,0.965,121,2017Q4,
XB1ZV04H,Versie Hillebrand,GTXBasic,,Engaging,8/3/2017,,,,,Dustin Brinkmann,Central,,,,,,,GTX,550,,,,,150
Q1TS5ZKD,Versie Hillebrand,MGSpecial,,Engaging,8/3/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,55,,,,,150
FLH1KDV2,Versie Hillebrand,GTXBasic,Hottechi,Won,8/3/2017,11/1/2017,534,2017,2017Q4,Dustin Brinkmann,Central,technolgy,1997,8170.38,16499,Korea,,GTX,550,-0.029090909,0.534,90,2017Q4,
NNH4EBG8,Vicki Laflamme,MGSpecial,Mathtouch,Engaging,8/3/2017,,,,,Celia Rouche,West,marketing,1984,3027.46,9516,Jordan,,MG,55,,,,,150
GVSAAKF4,Wilburn Farren,MGSpecial,Massive Dynamic,Won,8/3/2017,11/21/2017,50,2017,2017Q4,Cara Losch,East,entertainment,1989,665.06,1095,United States,Massive Dynamic,MG,55,-0.090909091,0.05,110,2017Q4,
5UFU5IO4,Corliss Cosme,MGSpecial,Cancity,Engaging,8/4/2017,,,,,Cara Losch,East,retail,2001,718.62,2448,United States,,MG,55,,,,,149
VLYT262U,Daniell Hammack,GTXPlusBasic,,Engaging,8/4/2017,,,,,Rocco Neubert,East,,,,,,,GTX,1096,,,,,149
UM1OU73X,Darcel Schlecht,GTXPro,,Engaging,8/4/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,4821,,,,,149
69U39SXU,Darcel Schlecht,GTXPro,,Engaging,8/4/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,4821,,,,,149
R6F1053X,Donn Cantrell,GTXPro,Konex,Won,8/4/2017,8/11/2017,5186,2017,2017Q3,Rocco Neubert,East,technolgy,1980,7708.38,13756,United States,,GTX,4821,0.075710434,5.186,7,2017Q3,
OB2PHGFR,Elease Gluck,MGAdvanced,J-Texon,Won,8/4/2017,11/4/2017,3308,2017,2017Q4,Celia Rouche,West,retail,1989,1388.67,3583,United States,,MG,3393,-0.025051577,3.308,92,2017Q4,
ZCUMC0XC,Gladys Colclough,MGSpecial,,Engaging,8/4/2017,,,,,Melvin Marxen,Central,,,,,,,MG,55,,,,,149
Y2X0X0WQ,Gladys Colclough,MGAdvanced,Finhigh,Won,8/4/2017,12/7/2017,3367,2017,2017Q4,Melvin Marxen,Central,finance,2006,1102.43,1759,United States,,MG,3393,-0.007662835,3.367,125,2017Q4,
V1KABF71,Jonathan Berthelot,GTXPlusBasic,,Engaging,8/4/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,1096,,,,,149
DZ47F0UT,Kary Hendrixson,GTXPlusBasic,Labdrill,Lost,8/4/2017,8/8/2017,0,2017,2017Q3,Summer Sewald,West,medical,1985,2741.37,9226,United States,,GTX,1096,-1,0,4,2017Q3,
7WYZ9HMC,Kary Hendrixson,GTXBasic,Scotfind,Won,8/4/2017,9/16/2017,518,2017,2017Q3,Summer Sewald,West,software,1996,6354.87,16780,United States,Bubba Gump,GTX,550,-0.058181818,0.518,43,2017Q3,
CPOA6FVA,Lajuana Vencill,GTXBasic,,Engaging,8/4/2017,,,,,Dustin Brinkmann,Central,,,,,,,GTX,550,,,,,149
5VW9YVTU,Moses Frase,GTXBasic,Condax,Engaging,8/4/2017,,,,,Dustin Brinkmann,Central,medical,2017,4.54,9,United States,,GTX,550,,,,,149
FUI9BIS3,Moses Frase,MGAdvanced,Funholding,Engaging,8/4/2017,,,,,Dustin Brinkmann,Central,finance,1991,2819.5,7227,United States,Golddex,MG,3393,,,,,149
49SUORYW,Niesha Huffines,GTXPlusBasic,Betasoloin,Engaging,8/4/2017,,,,,Melvin Marxen,Central,medical,1999,251.41,495,United States,,GTX,1096,,,,,149
RG8P75PG,Reed Clapper,GTXPro,Initech,Lost,8/4/2017,8/10/2017,0,2017,2017Q3,Rocco Neubert,East,telecommunications,1994,6395.05,20275,United States,,GTX,4821,-1,0,6,2017Q3,
P0YQ3HNN,Reed Clapper,GTXPlusBasic,Kan-code,Won,8/4/2017,9/11/2017,1128,2017,2017Q3,Rocco Neubert,East,software,1982,11698.03,34288,United States,,GTX,1096,0.02919708,1.128,38,2017Q3,
TGI9B9AD,Reed Clapper,GTXPlusPro,Bioplex,Won,8/4/2017,12/16/2017,6318,2017,2017Q4,Rocco Neubert,East,medical,1991,326.82,1016,United States,,GTX,5482,0.152499088,6.318,134,2017Q4,
51VR0RD3,Violet Mclelland,MGSpecial,,Engaging,8/4/2017,,,,,Cara Losch,East,,,,,,,MG,55,,,,,149
4PNXMXXC,Anna Snelling,GTXBasic,,Engaging,8/5/2017,,,,,Dustin Brinkmann,Central,,,,,,,GTX,550,,,,,148
OVA9HMN1,Anna Snelling,GTXPlusPro,,Engaging,8/5/2017,,,,,Dustin Brinkmann,Central,,,,,,,GTX,5482,,,,,148
DAAHNY6T,Anna Snelling,MGSpecial,,Engaging,8/5/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,55,,,,,148
80QJ0BQH,Anna Snelling,MGSpecial,,Engaging,8/5/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,55,,,,,148
WA58C7SV,Anna Snelling,MGAdvanced,Cancity,Lost,8/5/2017,11/26/2017,0,2017,2017Q4,Dustin Brinkmann,Central,retail,2001,718.62,2448,United States,,MG,3393,-1,0,113,2017Q4,
MOAP4XN7,Boris Faz,GTXPro,,Engaging,8/5/2017,,,,,Rocco Neubert,East,,,,,,,GTX,4821,,,,,148
2N2MUDOA,Daniell Hammack,GTXPro,Bioholding,Engaging,8/5/2017,,,,,Rocco Neubert,East,medical,2012,587.34,1356,Philipines,,GTX,4821,,,,,148
EFUIZFRA,Daniell Hammack,GTXPro,Ontomedia,Won,8/5/2017,9/19/2017,4935,2017,2017Q3,Rocco Neubert,East,employment,1997,882.12,2769,United States,,GTX,4821,0.023646546,4.935,45,2017Q3,
RCJRB8W8,Darcel Schlecht,GTXPlusPro,,Engaging,8/5/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,5482,,,,,148
5NGPM4C3,Darcel Schlecht,GTXPlusPro,,Engaging,8/5/2017,,,,,Melvin Marxen,Central,,,,,,,GTX,5482,,,,,148
D4ZMTQLE,Darcel Schlecht,GTXPlusBasic,Scottech,Won,8/5/2017,12/20/2017,1013,2017,2017Q4,Melvin Marxen,Central,marketing,2012,45.39,100,United States,Inity,GTX,1096,-0.075729927,1.013,137,2017Q4,
QFXZT1TV,Donn Cantrell,GTXBasic,Yearin,Won,8/5/2017,12/20/2017,573,2017,2017Q4,Rocco Neubert,East,retail,2005,2261.05,3851,United States,,GTX,550,0.041818182,0.573,137,2017Q4,
3Q8GSOKD,Donn Cantrell,GTXBasic,Zathunicon,Won,8/5/2017,12/4/2017,535,2017,2017Q4,Rocco Neubert,East,retail,2010,71.12,144,United States,,GTX,550,-0.027272727,0.535,121,2017Q4,
7DOGGIXI,Elease Gluck,MGSpecial,Bioplex,Engaging,8/5/2017,,,,,Celia Rouche,West,medical,1991,326.82,1016,United States,,MG,55,,,,,148
7CC4DUSQ,Elease Gluck,MGAdvanced,Fasehatice,Lost,8/5/2017,11/29/2017,0,2017,2017Q4,Celia Rouche,West,retail,1990,4968.91,7523,United States,,MG,3393,-1,0,116,2017Q4,
NY7Z4I06,Kary Hendrixson,GTXPlusPro,Betasoloin,Engaging,8/5/2017,,,,,Summer Sewald,West,medical,1999,251.41,495,United States,,GTX,5482,,,,,148
G2KW3DWD,Lajuana Vencill,GTXPlusBasic,Condax,Won,8/5/2017,11/2/2017,1080,2017,2017Q4,Dustin Brinkmann,Central,medical,2017,4.54,9,United States,,GTX,1096,-0.01459854,1.08,89,2017Q4,
IK72767Q,Marty Freudenburg,GTXBasic,Finhigh,Won,8/5/2017,12/14/2017,609,2017,2017Q4,Melvin Marxen,Central,finance,2006,1102.43,1759,United States,,GTX,550,0.107272727,0.609,131,2017Q4,
9P180HVQ,Moses Frase,GTXBasic,Zencorporation,Engaging,8/5/2017,,,,,Dustin Brinkmann,Central,technolgy,2011,40.79,142,China,,GTX,550,,,,,148
ACGLK2YE,Moses Frase,GTXPlusBasic,Treequote,Engaging,8/5/2017,,,,,Dustin Brinkmann,Central,telecommunications,1988,5266.09,8595,United States,Sonron,GTX,1096,,,,,148
0F9GSZRO,Moses Frase,GTXBasic,Bioholding,Lost,8/5/2017,11/11/2017,0,2017,2017Q4,Dustin Brinkmann,Central,medical,2012,587.34,1356,Philipines,,GTX,550,-1,0,98,2017Q4,
BEELPVP0,Moses Frase,MGSpecial,Scottech,Lost,8/5/2017,8/15/2017,0,2017,2017Q3,Dustin Brinkmann,Central,marketing,2012,45.39,100,United States,Inity,MG,55,-1,0,10,2017Q3,
3A54O8JT,Versie Hillebrand,MGSpecial,,Engaging,8/5/2017,,,,,Dustin Brinkmann,Central,,,,,,,MG,55,,,,,148
2DOZJ7GT,Versie Hillebrand,MGAdvanced,Gogozoom,Lost,8/5/2017,11/8/2017,0,2017,2017Q4,Dustin Brinkmann,Central,telecommunications,2007,86.68,187,United States,Sonron,MG,3393,-1,0,95,2017Q4,
1V1L46NV,Versie Hillebrand,GTXBasic,Rundofase,Won,8/5/2017,11/9/2017,563,2017,2017Q4,Dustin Brinkmann,Central,technolgy,1983,1008.06,1238,United States,,GTX,550,0.023636364,0.563,96,2017Q4,
R9GI5SJ5,Vicki Laflamme,MGAdvanced,Domzoom,Engaging,8/5/2017,,,,,Celia Rouche,West,entertainment,1998,217.87,551,United States,,MG,3393,,,,,148
SGYL0QMJ,Zane Levy,GTXPro,Plexzap,Lost,8/5/2017,11/7/2017,0,2017,2017Q4,Summer Sewald,West,retail,2001,2437.85,4874,United States,,GTX,4821,-1,0,94,2017Q4,
XNOQAL9G,Anna Snelling,MGSpecial,Betatech,Lost,8/6/2017,11/29/2017,0,2017,2017Q4,Dustin Brinkmann,Central,medical,1986,647.18,1185,Kenya,,MG,55,-1,0,115,2017Q4,
WO1OYV0Z,Boris Faz,GTXPlusPro,,Engaging,8/6/2017,,,,,Rocco Neubert,East,,,,,,,GTX,5482,,,,,147
