opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,engage_quarter,year,quarter,manager,regional_office,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,profit_margin,close_value_k,days_to_close,regional_office_initial,manager_initials,sales_agent_initials,engage_date_formatted,new_opportunity_id,engage_week_number,close_week_number,Central_Cat,East_Cat,West_Cat,Client_Region
Q7RV0YW6,Kary Hendrixson,GTXPlusBasic,Green-Plus,Lost,2017-07-04,2017-07-10,0.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,services,2003.0,692.19,1922.0,United States,,GTX,1096,-1.0,0.0,6.0,W,SS,KH,20170704,W/SS/KH264,27,28,support,support,primary,West Core
S5E8MBO3,Markita Hansen,GTXBasic,Plexzap,Lost,2017-07-04,2017-09-19,0.0,2017Q3,2017.0,2017Q3,Celia Rouche,West,retail,2001.0,2437.85,4874.0,United States,,GTX,550,-1.0,0.0,77.0,W,CR,MH,20170704,W/CR/MH182,27,38,support,support,primary,West Core
UGB3A3CE,Maureen Marcano,MGSpecial,,Engaging,2017-07-04,2017-12-31,,2017Q3,,,Summer Sewald,West,,,,,,,MG,55,,,180.0,W,SS,MM,20170704,W/SS/MM169,27,52,,,,Other
QE6A49LE,Moses Frase,MGSpecial,Hottechi,Lost,2017-07-04,2017-07-11,0.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,technolgy,1997.0,8170.38,16499.0,Korea,,MG,55,-1.0,0.0,7.0,C,DB,MF,20170704,C/DB/MF117,27,28,split2,support,split2,Central-West Core
XGMMHWZC,Moses Frase,GTXBasic,Domzoom,Won,2017-07-04,2017-09-25,475.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,entertainment,1998.0,217.87,551.0,United States,,GTX,550,-0.13636363636363635,0.475,83.0,C,DB,MF,20170704,C/DB/MF118,27,39,primary,support,support,Central Core
7MK55ULJ,Moses Frase,GTXPlusBasic,Ron-tech,Won,2017-07-04,2017-07-05,1102.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,medical,1992.0,3922.42,6837.0,United States,,GTX,1096,0.005474452554744547,1.102,1.0,C,DB,MF,20170704,C/DB/MF119,27,27,primary,support,support,Central Core
0VZIDVCC,Moses Frase,MGSpecial,Zumgoity,Won,2017-07-04,2017-07-09,55.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,medical,1984.0,441.08,1210.0,United States,,MG,55,0.0,0.055,5.0,C,DB,MF,20170704,C/DB/MF120,27,27,primary,support,support,Central Core
D1XYQH35,Niesha Huffines,GTXBasic,Treequote,Lost,2017-07-04,2017-07-15,0.0,2017Q3,2017.0,2017Q3,Melvin Marxen,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,550,-1.0,0.0,11.0,C,MM,NH,20170704,C/MM/NH104,27,28,primary,support,support,Central Core
XAR2VX09,Versie Hillebrand,MGSpecial,Scottech,Lost,2017-07-04,2017-07-06,0.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,marketing,2012.0,45.39,100.0,United States,Inity,MG,55,-1.0,0.0,2.0,C,DB,VH,20170704,C/DB/VH153,27,27,primary,support,support,Central Core
YTQH4YM9,Versie Hillebrand,MGSpecial,Cancity,Won,2017-07-04,2017-07-05,63.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,retail,2001.0,718.62,2448.0,United States,,MG,55,0.1454545454545455,0.063,1.0,C,DB,VH,20170704,C/DB/VH154,27,27,primary,support,support,Central Core
KMLW6GXY,Vicki Laflamme,MGAdvanced,Kan-code,Lost,2017-07-04,2017-07-12,0.0,2017Q3,2017.0,2017Q3,Celia Rouche,West,software,1982.0,11698.03,34288.0,United States,,MG,3393,-1.0,0.0,8.0,W,CR,VL,20170704,W/CR/VL255,27,28,support,split2,split2,East-West Split
IG734VZK,Vicki Laflamme,GTXPlusPro,Plusstrip,Won,2017-07-04,2017-07-14,5971.0,2017Q3,2017.0,2017Q3,Celia Rouche,West,entertainment,2002.0,349.81,315.0,United States,,GTX,5482,0.08920102152499099,5.971,10.0,W,CR,VL,20170704,W/CR/VL256,27,28,support,support,primary,West Core
W3C2KLXD,Wilburn Farren,GTXPlusPro,Ganjaflex,Won,2017-07-04,2017-08-27,5710.0,2017Q3,2017.0,2017Q3,Cara Losch,East,retail,1995.0,5158.71,17479.0,Japan,,GTX,5482,0.041590660342940566,5.71,54.0,E,CL,WF,20170704,E/CL/WF59,27,34,support,primary,support,East Core
8Z1SIQSI,Zane Levy,GTXPro,Rantouch,Lost,2017-07-04,2017-07-09,0.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,telecommunications,1994.0,1188.42,3015.0,United States,,GTX,4821,-1.0,0.0,5.0,W,SS,ZL,20170704,W/SS/ZL191,27,27,support,support,primary,West Core
IZJR1WDM,Zane Levy,MGSpecial,Plexzap,Won,2017-07-04,2017-09-21,52.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,retail,2001.0,2437.85,4874.0,United States,,MG,55,-0.054545454545454564,0.052,79.0,W,SS,ZL,20170704,W/SS/ZL192,27,38,support,support,primary,West Core
5MRPZ44K,Anna Snelling,GTXBasic,Domzoom,Won,2017-07-05,2017-08-28,522.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,entertainment,1998.0,217.87,551.0,United States,,GTX,550,-0.050909090909090904,0.522,54.0,C,DB,AS,20170705,C/DB/AS195,27,35,primary,support,support,Central Core
AWORM94L,Cassey Cress,GTXBasic,,Engaging,2017-07-05,2017-12-31,,2017Q3,,,Rocco Neubert,East,,,,,,,GTX,550,,,179.0,E,RN,CC,20170705,E/RN/CC197,27,52,,,,Other
W0LFL18P,Cassey Cress,GTXPlusBasic,Iselectrics,Lost,2017-07-05,2017-07-12,0.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,GTX,1096,-1.0,0.0,7.0,E,RN,CC,20170705,E/RN/CC198,27,28,support,primary,support,East Core
5H9ELV2H,Cassey Cress,GTXPlusPro,Zathunicon,Lost,2017-07-05,2017-07-13,0.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,retail,2010.0,71.12,144.0,United States,,GTX,5482,-1.0,0.0,8.0,E,RN,CC,20170705,E/RN/CC199,27,28,support,primary,support,East Core
KDDN1E4O,Cassey Cress,GTXPlusBasic,Betasoloin,Won,2017-07-05,2017-07-14,1109.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,medical,1999.0,251.41,495.0,United States,,GTX,1096,0.011861313868613221,1.109,9.0,E,RN,CC,20170705,E/RN/CC200,27,28,support,primary,support,East Core
S8JALB62,Cassey Cress,MGAdvanced,The New York Inquirer,Won,2017-07-05,2017-07-06,3508.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,medical,1996.0,439.21,792.0,United States,,MG,3393,0.03389330975537863,3.508,1.0,E,RN,CC,20170705,E/RN/CC201,27,27,support,primary,support,East Core
2HPCHBIL,Corliss Cosme,GTXPlusPro,Bluth Company,Lost,2017-07-05,2017-07-14,0.0,2017Q3,2017.0,2017Q3,Cara Losch,East,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,GTX,5482,-1.0,0.0,9.0,E,CL,CC,20170705,E/CL/CC175,27,28,support,primary,support,East Core
Q9JV7YXX,Daniell Hammack,GTXPlusBasic,Plussunin,Lost,2017-07-05,2017-07-16,0.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,retail,2003.0,1419.98,4018.0,United States,,GTX,1096,-1.0,0.0,11.0,E,RN,DH,20170705,E/RN/DH152,27,28,support,primary,support,East Core
J3N73B00,Darcel Schlecht,GTXPro,Hottechi,Won,2017-07-05,2017-08-29,4346.0,2017Q3,2017.0,2017Q3,Melvin Marxen,Central,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,4821,-0.09852727649865178,4.346,55.0,C,MM,DS,20170705,C/MM/DS307,27,35,split2,support,split2,Central-West Core
STG85Q0N,Donn Cantrell,GTXBasic,Kinnamplus,Lost,2017-07-05,2017-07-06,0.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,retail,2004.0,702.72,1831.0,United States,,GTX,550,-1.0,0.0,1.0,E,RN,DC,20170705,E/RN/DC153,27,27,support,primary,support,East Core
VMI5QYS3,Donn Cantrell,GTXPro,Xx-zobam,Lost,2017-07-05,2017-07-09,0.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,entertainment,1989.0,3838.39,8274.0,United States,,GTX,4821,-1.0,0.0,4.0,E,RN,DC,20170705,E/RN/DC154,27,27,support,primary,support,East Core
09W047QT,Donn Cantrell,GTXPro,Umbrella Corporation,Won,2017-07-05,2017-08-10,4565.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,finance,1998.0,2022.14,5113.0,United States,,GTX,4821,-0.053101016386641775,4.565,36.0,E,RN,DC,20170705,E/RN/DC155,27,32,support,primary,support,East Core
VXOZC2CN,Garret Kinder,GTXPlusBasic,Vehement Capital Partners,Won,2017-07-05,2017-09-29,1319.0,2017Q3,2017.0,2017Q3,Cara Losch,East,finance,1993.0,646.1,883.0,United States,Golddex,GTX,1096,0.20346715328467146,1.319,86.0,E,CL,GK,20170705,E/CL/GK75,27,39,support,primary,support,East Core
JAMW5SWB,James Ascencio,GTXPro,Hottechi,Won,2017-07-05,2017-07-06,5157.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,4821,0.06969508400746727,5.157,1.0,W,SS,JA,20170705,W/SS/JA156,27,27,split2,support,split2,Central-West Core
WCKKFSVL,Jonathan Berthelot,MGAdvanced,Dontechi,Lost,2017-07-05,2017-07-06,0.0,2017Q3,2017.0,2017Q3,Melvin Marxen,Central,software,1982.0,4618.0,10083.0,United States,,MG,3393,-1.0,0.0,1.0,C,MM,JB,20170705,C/MM/JB153,27,27,primary,support,support,Central Core
GVCWDG9Y,Jonathan Berthelot,GTXPro,Globex Corporation,Won,2017-07-05,2017-07-17,4213.0,2017Q3,2017.0,2017Q3,Melvin Marxen,Central,technolgy,2000.0,1223.72,2497.0,Norway,,GTX,4821,-0.12611491391827423,4.213,12.0,C,MM,JB,20170705,C/MM/JB154,27,29,primary,support,support,Central Core
SXYJU7LC,Kami Bicknell,GTXBasic,,Engaging,2017-07-05,2017-12-31,,2017Q3,,,Summer Sewald,West,,,,,,,GTX,550,,,179.0,W,SS,KB,20170705,W/SS/KB210,27,52,,,,Other
UEXJN3Y6,Kami Bicknell,GTXPlusBasic,Konex,Won,2017-07-05,2017-07-12,1230.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,technolgy,1980.0,7708.38,13756.0,United States,,GTX,1096,0.12226277372262784,1.23,7.0,W,SS,KB,20170705,W/SS/KB211,27,28,support,split2,split2,East-West Split
QP0QCP8Y,Kary Hendrixson,GTXPlusPro,Dalttechnology,Engaging,2017-07-05,2017-12-31,,2017Q3,,,Summer Sewald,West,software,2013.0,98.79,96.0,United States,Bubba Gump,GTX,5482,,,179.0,W,SS,KH,20170705,W/SS/KH265,27,52,support,support,primary,West Core
MCQGU5EA,Kary Hendrixson,GTXBasic,Sunnamplex,Won,2017-07-05,2017-07-15,443.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,marketing,2008.0,894.37,1593.0,Poland,,GTX,550,-0.19454545454545458,0.443,10.0,W,SS,KH,20170705,W/SS/KH266,27,28,support,support,primary,West Core
M0IN22XH,Kary Hendrixson,GTXPlusBasic,Zoomit,Won,2017-07-05,2017-09-26,1043.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,entertainment,1992.0,324.19,978.0,United States,,GTX,1096,-0.04835766423357668,1.043,83.0,W,SS,KH,20170705,W/SS/KH267,27,39,support,support,primary,West Core
8HWWW76K,Lajuana Vencill,GTXBasic,dambase,Lost,2017-07-05,2017-07-07,0.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,550,-1.0,0.0,2.0,C,DB,LV,20170705,C/DB/LV140,27,27,primary,support,support,Central Core
707CQDQK,Markita Hansen,MGSpecial,Groovestreet,Lost,2017-07-05,2017-08-23,0.0,2017Q3,2017.0,2017Q3,Celia Rouche,West,retail,2003.0,223.8,299.0,United States,,MG,55,-1.0,0.0,49.0,W,CR,MH,20170705,W/CR/MH183,27,34,support,support,primary,West Core
4PTCB3CS,Marty Freudenburg,MGAdvanced,Globex Corporation,Lost,2017-07-05,2017-07-13,0.0,2017Q3,2017.0,2017Q3,Melvin Marxen,Central,technolgy,2000.0,1223.72,2497.0,Norway,,MG,3393,-1.0,0.0,8.0,C,MM,MF,20170705,C/MM/MF97,27,28,primary,support,support,Central Core
IEB855X8,Marty Freudenburg,MGAdvanced,Codehow,Won,2017-07-05,2017-08-08,3458.0,2017Q3,2017.0,2017Q3,Melvin Marxen,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,3393,0.019157088122605304,3.458,34.0,C,MM,MF,20170705,C/MM/MF98,27,32,primary,support,support,Central Core
IDA8D96H,Maureen Marcano,GTXPlusPro,Zoomit,Lost,2017-07-05,2017-07-13,0.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,entertainment,1992.0,324.19,978.0,United States,,GTX,5482,-1.0,0.0,8.0,W,SS,MM,20170705,W/SS/MM170,27,28,support,support,primary,West Core
DLQNAOWB,Rosalina Dieter,MGSpecial,Plusstrip,Lost,2017-07-05,2017-07-07,0.0,2017Q3,2017.0,2017Q3,Celia Rouche,West,entertainment,2002.0,349.81,315.0,United States,,MG,55,-1.0,0.0,2.0,W,CR,RD,20170705,W/CR/RD93,27,27,support,support,primary,West Core
K7056XS7,Rosie Papadopoulos,MGAdvanced,Kinnamplus,Engaging,2017-07-05,2017-12-31,,2017Q3,,,Cara Losch,East,retail,2004.0,702.72,1831.0,United States,,MG,3393,,,179.0,E,CL,RP,20170705,E/CL/RP89,27,52,support,primary,support,East Core
R9V8QAPK,Rosie Papadopoulos,MGSpecial,Kan-code,Won,2017-07-05,2017-07-14,58.0,2017Q3,2017.0,2017Q3,Cara Losch,East,software,1982.0,11698.03,34288.0,United States,,MG,55,0.05454545454545445,0.058,9.0,E,CL,RP,20170705,E/CL/RP90,27,28,support,split2,split2,East-West Split
P6KXSJPD,Versie Hillebrand,MGSpecial,Codehow,Lost,2017-07-05,2017-07-10,0.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,55,-1.0,0.0,5.0,C,DB,VH,20170705,C/DB/VH155,27,28,primary,support,support,Central Core
KM0RKC4Q,Vicki Laflamme,GTXBasic,Hottechi,Lost,2017-07-05,2017-07-06,0.0,2017Q3,2017.0,2017Q3,Celia Rouche,West,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,550,-1.0,0.0,1.0,W,CR,VL,20170705,W/CR/VL257,27,27,split2,support,split2,Central-West Core
58TUIJ6D,Zane Levy,GTXPro,Cheers,Lost,2017-07-05,2017-07-17,0.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,4821,-1.0,0.0,12.0,W,SS,ZL,20170705,W/SS/ZL193,27,29,support,support,primary,West Core
BXOIQHTS,Zane Levy,GTXBasic,Y-corporation,Won,2017-07-05,2017-09-20,658.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,employment,1983.0,2871.35,9561.0,United States,,GTX,550,0.1963636363636363,0.658,77.0,W,SS,ZL,20170705,W/SS/ZL194,27,38,support,support,primary,West Core
CC3B5DSU,Anna Snelling,GTXPlusPro,Treequote,Lost,2017-07-06,2017-07-16,0.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,5482,-1.0,0.0,10.0,C,DB,AS,20170706,C/DB/AS196,27,28,primary,support,support,Central Core
GLM4XZLI,Cassey Cress,GTXPlusPro,Donware,Lost,2017-07-06,2017-07-07,0.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,marketing,1999.0,1197.44,2570.0,United States,,GTX,5482,-1.0,0.0,1.0,E,RN,CC,20170706,E/RN/CC202,27,27,support,primary,support,East Core
K8VBNOW9,Cassey Cress,GTXPlusPro,Plussunin,Won,2017-07-06,2017-09-01,4791.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,retail,2003.0,1419.98,4018.0,United States,,GTX,5482,-0.1260488872674207,4.791,57.0,E,RN,CC,20170706,E/RN/CC203,27,35,support,primary,support,East Core
3GEDSDVN,Cecily Lampkin,GTXBasic,Inity,Won,2017-07-06,2017-07-08,590.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,marketing,1986.0,2403.58,8801.0,United States,Inity,GTX,550,0.07272727272727275,0.59,2.0,C,DB,CL,20170706,C/DB/CL85,27,27,primary,support,support,Central Core
R0ZYAJFM,Cecily Lampkin,GTXPlusPro,Isdom,Won,2017-07-06,2017-07-14,5629.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,medical,2002.0,3178.24,4540.0,United States,,GTX,5482,0.026815031010580137,5.629,8.0,C,DB,CL,20170706,C/DB/CL86,27,28,primary,support,support,Central Core
BRFZCNMP,Corliss Cosme,GTXPlusBasic,,Engaging,2017-07-06,2017-12-31,,2017Q3,,,Cara Losch,East,,,,,,,GTX,1096,,,178.0,E,CL,CC,20170706,E/CL/CC176,27,52,,,,Other
R8X2RVQ2,Corliss Cosme,GTXPro,Vehement Capital Partners,Lost,2017-07-06,2017-07-15,0.0,2017Q3,2017.0,2017Q3,Cara Losch,East,finance,1993.0,646.1,883.0,United States,Golddex,GTX,4821,-1.0,0.0,9.0,E,CL,CC,20170706,E/CL/CC177,27,28,support,primary,support,East Core
E2KGQVEO,Daniell Hammack,MGAdvanced,,Engaging,2017-07-06,2017-12-31,,2017Q3,,,Rocco Neubert,East,,,,,,,MG,3393,,,178.0,E,RN,DH,20170706,E/RN/DH153,27,52,,,,Other
DFG6OP8T,Daniell Hammack,GTXPlusPro,Massive Dynamic,Lost,2017-07-06,2017-07-18,0.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,entertainment,1989.0,665.06,1095.0,United States,Massive Dynamic,GTX,5482,-1.0,0.0,12.0,E,RN,DH,20170706,E/RN/DH154,27,29,support,primary,support,East Core
JB4MECWM,Daniell Hammack,GTXPro,Xx-zobam,Lost,2017-07-06,2017-07-07,0.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,entertainment,1989.0,3838.39,8274.0,United States,,GTX,4821,-1.0,0.0,1.0,E,RN,DH,20170706,E/RN/DH155,27,27,support,primary,support,East Core
CDGA1SD7,Darcel Schlecht,GTXPro,Streethex,Won,2017-07-06,2017-09-12,4323.0,2017Q3,2017.0,2017Q3,Melvin Marxen,Central,retail,1988.0,1376.8,1165.0,Belgium,,GTX,4821,-0.10329807093963905,4.323,68.0,C,MM,DS,20170706,C/MM/DS308,27,37,primary,support,support,Central Core
SBILEY2W,Darcel Schlecht,GTXPro,Treequote,Won,2017-07-06,2017-07-12,5085.0,2017Q3,2017.0,2017Q3,Melvin Marxen,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,4821,0.054760423148724424,5.085,6.0,C,MM,DS,20170706,C/MM/DS309,27,28,primary,support,support,Central Core
JMTKEPXF,Donn Cantrell,MGAdvanced,Zotware,Won,2017-07-06,2017-07-17,2996.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,software,1979.0,4478.47,13809.0,United States,,MG,3393,-0.11700559976422042,2.996,11.0,E,RN,DC,20170706,E/RN/DC156,27,29,support,primary,support,East Core
937CNF5D,Garret Kinder,GTXPro,Condax,Won,2017-07-06,2017-07-14,4682.0,2017Q3,2017.0,2017Q3,Cara Losch,East,medical,2017.0,4.54,9.0,United States,,GTX,4821,-0.028832192491184405,4.682,8.0,E,CL,GK,20170706,E/CL/GK76,27,28,split3,split3,split3,Split3
EQ399D3M,Hayden Neloms,MGAdvanced,Sonron,Won,2017-07-06,2017-07-14,3250.0,2017Q3,2017.0,2017Q3,Celia Rouche,West,telecommunications,1999.0,1699.85,5108.0,United States,Sonron,MG,3393,-0.04214559386973182,3.25,8.0,W,CR,HN,20170706,W/CR/HN110,27,28,support,support,primary,West Core
DOVNGYN4,Kami Bicknell,GTXBasic,Green-Plus,Lost,2017-07-06,2017-07-12,0.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,services,2003.0,692.19,1922.0,United States,,GTX,550,-1.0,0.0,6.0,W,SS,KB,20170706,W/SS/KB212,27,28,support,support,primary,West Core
A0IS9TWV,Kary Hendrixson,GTXPro,Kan-code,Lost,2017-07-06,2017-07-16,0.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,software,1982.0,11698.03,34288.0,United States,,GTX,4821,-1.0,0.0,10.0,W,SS,KH,20170706,W/SS/KH268,27,28,support,split2,split2,East-West Split
E7TDBIDS,Kary Hendrixson,GTXPro,Kan-code,Won,2017-07-06,2017-09-06,5323.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,software,1982.0,11698.03,34288.0,United States,,GTX,4821,0.10412777432068032,5.323,62.0,W,SS,KH,20170706,W/SS/KH269,27,36,support,split2,split2,East-West Split
TIFPUXSQ,Marty Freudenburg,GTXBasic,Condax,Lost,2017-07-06,2017-07-07,0.0,2017Q3,2017.0,2017Q3,Melvin Marxen,Central,medical,2017.0,4.54,9.0,United States,,GTX,550,-1.0,0.0,1.0,C,MM,MF,20170706,C/MM/MF99,27,27,split3,split3,split3,Split3
LXDCC260,Marty Freudenburg,GTXPlusPro,Funholding,Won,2017-07-06,2017-07-07,5966.0,2017Q3,2017.0,2017Q3,Melvin Marxen,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,5482,0.08828894564027734,5.966,1.0,C,MM,MF,20170706,C/MM/MF100,27,27,primary,support,support,Central Core
81PWOUF0,Maureen Marcano,GTXPro,,Engaging,2017-07-06,2017-12-31,,2017Q3,,,Summer Sewald,West,,,,,,,GTX,4821,,,178.0,W,SS,MM,20170706,W/SS/MM171,27,52,,,,Other
1Z72JRDI,Maureen Marcano,MGAdvanced,Labdrill,Won,2017-07-06,2017-07-16,3452.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,medical,1985.0,2741.37,9226.0,United States,,MG,3393,0.01738874152667247,3.452,10.0,W,SS,MM,20170706,W/SS/MM172,27,28,support,support,primary,West Core
XTBADYHW,Moses Frase,MGSpecial,Toughzap,Lost,2017-07-06,2017-07-17,0.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,retail,1995.0,332.43,799.0,United States,,MG,55,-1.0,0.0,11.0,C,DB,MF,20170706,C/DB/MF121,27,29,primary,support,support,Central Core
PPDU7OWD,Moses Frase,MGAdvanced,Stanredtax,Lost,2017-07-06,2017-07-13,0.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,finance,1987.0,1698.2,3798.0,United States,,MG,3393,-1.0,0.0,7.0,C,DB,MF,20170706,C/DB/MF122,27,28,primary,support,support,Central Core
CJ05Q2G5,Rosalina Dieter,GTXBasic,Labdrill,Lost,2017-07-06,2017-07-11,0.0,2017Q3,2017.0,2017Q3,Celia Rouche,West,medical,1985.0,2741.37,9226.0,United States,,GTX,550,-1.0,0.0,5.0,W,CR,RD,20170706,W/CR/RD94,27,28,support,support,primary,West Core
MON3JWUF,Vicki Laflamme,GTXBasic,Faxquote,Won,2017-07-06,2017-07-13,583.0,2017Q3,2017.0,2017Q3,Celia Rouche,West,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,550,0.06000000000000005,0.583,7.0,W,CR,VL,20170706,W/CR/VL258,27,28,support,support,primary,West Core
SFMKU2FV,Violet Mclelland,MGSpecial,Ontomedia,Lost,2017-07-06,2017-07-16,0.0,2017Q3,2017.0,2017Q3,Cara Losch,East,employment,1997.0,882.12,2769.0,United States,,MG,55,-1.0,0.0,10.0,E,CL,VM,20170706,E/CL/VM149,27,28,support,primary,support,East Core
9FH2VYQQ,Zane Levy,GTXPlusBasic,Goodsilron,Lost,2017-07-06,2017-07-13,0.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,marketing,2000.0,2952.73,5107.0,United States,,GTX,1096,-1.0,0.0,7.0,W,SS,ZL,20170706,W/SS/ZL195,27,28,support,support,primary,West Core
PMVKMS6A,Zane Levy,GTXBasic,J-Texon,Won,2017-07-06,2017-09-27,507.0,2017Q3,2017.0,2017Q3,Summer Sewald,West,retail,1989.0,1388.67,3583.0,United States,,GTX,550,-0.07818181818181813,0.507,83.0,W,SS,ZL,20170706,W/SS/ZL196,27,39,support,support,primary,West Core
E62A05BH,Anna Snelling,GTXBasic,Inity,Lost,2017-07-07,2017-07-15,0.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,marketing,1986.0,2403.58,8801.0,United States,Inity,GTX,550,-1.0,0.0,8.0,C,DB,AS,20170707,C/DB/AS197,27,28,primary,support,support,Central Core
U3GCADFV,Anna Snelling,MGSpecial,Rangreen,Lost,2017-07-07,2017-07-13,0.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,technolgy,1987.0,2938.67,8775.0,Panama,,MG,55,-1.0,0.0,6.0,C,DB,AS,20170707,C/DB/AS198,27,28,primary,support,support,Central Core
CFI2GXN1,Boris Faz,GTXPro,,Engaging,2017-07-07,2017-12-31,,2017Q3,,,Rocco Neubert,East,,,,,,,GTX,4821,,,177.0,E,RN,BF,20170707,E/RN/BF113,27,52,,,,Other
611J0LEK,Boris Faz,GTXBasic,Betasoloin,Won,2017-07-07,2017-07-09,574.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,medical,1999.0,251.41,495.0,United States,,GTX,550,0.043636363636363695,0.574,2.0,E,RN,BF,20170707,E/RN/BF114,27,27,support,primary,support,East Core
5M5TW9RC,Cassey Cress,GTXPlusBasic,Umbrella Corporation,Engaging,2017-07-07,2017-12-31,,2017Q3,,,Rocco Neubert,East,finance,1998.0,2022.14,5113.0,United States,,GTX,1096,,,177.0,E,RN,CC,20170707,E/RN/CC204,27,52,support,primary,support,East Core
ZWA2ES4F,Cassey Cress,MGSpecial,Opentech,Won,2017-07-07,2017-09-07,48.0,2017Q3,2017.0,2017Q3,Rocco Neubert,East,finance,1994.0,355.23,853.0,United States,,MG,55,-0.12727272727272732,0.048,62.0,E,RN,CC,20170707,E/RN/CC205,27,36,support,primary,support,East Core
LNT5B9XY,Cecily Lampkin,MGSpecial,Statholdings,Lost,2017-07-07,2017-07-17,0.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,employment,1997.0,291.27,586.0,United States,,MG,55,-1.0,0.0,10.0,C,DB,CL,20170707,C/DB/CL87,27,29,primary,support,support,Central Core
CPQ348W9,Cecily Lampkin,GTXBasic,Isdom,Won,2017-07-07,2017-07-15,458.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,medical,2002.0,3178.24,4540.0,United States,,GTX,550,-0.16727272727272724,0.458,8.0,C,DB,CL,20170707,C/DB/CL88,27,28,primary,support,support,Central Core
UZ0MRAFU,Cecily Lampkin,GTXPlusPro,Codehow,Won,2017-07-07,2017-09-18,5455.0,2017Q3,2017.0,2017Q3,Dustin Brinkmann,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,5482,-0.0049252097774534764,5.455,73.0,C,DB,CL,20170707,C/DB/CL89,27,38,primary,support,support,Central Core
VFO5EK6R,Corliss Cosme,GTXBasic,Silis,Lost,2017-07-07,2017-07-14,0.0,2017Q3,2017.0,2017Q3,Cara Losch,East,medical,1994.0,2818.38,6290.0,United States,,GTX,550,-1.0,0.0,7.0,E,CL,CC,20170707,E/CL/CC178,27,28,support,primary,support,East Core
